Motif_id	Feature_1	Feature_2	Feature_3	Feature_4	Feature_5	Feature_6	Feature_7	Feature_8	Feature_9	Feature_10	Feature_11	Feature_12	Feature_13	Feature_14	Feature_15	Feature_16	Feature_17	Feature_18	Feature_19	Feature_20	Feature_21	Feature_22	Feature_23	Feature_24	Feature_25	Feature_26	Feature_27	Feature_28	Feature_29	Feature_30	Feature_31	Feature_32	Feature_33	Feature_34	Feature_35	Feature_36	Feature_37	Feature_38	Feature_39	Feature_40	Feature_41	Feature_42	Feature_43	Feature_44	Feature_45	Feature_46	Feature_47	Feature_48	Feature_49	Feature_50	Feature_51	Feature_52	Feature_53	Feature_54	Feature_55	Feature_56	Feature_57	Feature_58	Feature_59	Feature_60	Feature_61	Feature_62	Feature_63	Feature_64	Feature_65	Feature_66	Feature_67	Feature_68	Feature_69	Feature_70	Feature_71	Feature_72	Feature_73	Feature_74	Feature_75	Feature_76	Feature_77	Feature_78	Feature_79	Feature_80	Feature_81	Feature_82	Feature_83	Feature_84	Feature_85	Feature_86	Feature_87	Feature_88	Feature_89	Feature_90	Feature_91	Feature_92	Feature_93	Feature_94	Feature_95	Feature_96	Feature_97	Feature_98	Feature_99	Feature_100	Feature_101	Feature_102	Feature_103	Feature_104	Feature_105	Feature_106	Feature_107	Feature_108	Feature_109	Feature_110	Feature_111	Feature_112	Feature_113	Feature_114	Feature_115	Feature_116	Feature_117	Feature_118	Feature_119	Feature_120	Feature_121	Feature_122	Feature_123	Feature_124	Feature_125	Feature_126	Feature_127	Feature_128	Family_label	Cluster_id
5V7Q_A:2079-2082_2130-2131	-0.029495	-0.005053	-0.001433	-0.041039	-0.011293	-0.003439	2.711448	-0.017822	0.327372	-0.042866	0.903497	0.10475	-0.00315	-0.002888	0.357527	-0.015476	-0.008456	-0.024456	-0.045141	-0.020899	-0.002928	0.329322	-0.004974	-0.012432	-0.006044	-0.007907	-0.009886	-0.049423	-0.023146	-0.005567	-0.007127	-0.013993	0.363695	2.670042	-0.005065	-0.0109	0.107282	-0.042261	-0.009898	-0.037522	4.214367	-0.008741	-0.072833	2.873022	3.690287	0.557509	3.448708	2.166153	-0.01193	-0.030532	1.472556	2.316329	1.911852	-0.00345	0.084191	0.018205	-0.007009	0.361601	3.369982	0.404937	-0.000522	0.244261	-0.013989	0.229641	-0.039721	2.169677	2.463934	1.374221	-0.026872	-0.01942	1.273311	-0.031912	-0.015372	-0.003828	-0.014942	5.558286	-0.02602	-0.012419	0.108073	2.163034	-0.00443	1.430432	-0.022877	2.778734	2.954535	1.540256	-0.017088	-0.001928	-0.018882	2.318275	0.314945	2.237248	-0.022772	2.680573	-0.007986	5.233092	2.205499	-0.006687	-0.011085	3.722367	-0.024574	-0.010302	-0.000401	-0.004266	2.74977	2.947014	-0.033605	-0.030333	-0.009223	0.866638	1.676874	2.209592	-0.004589	-0.019592	0.098631	-0.021066	-0.018455	-0.010528	-0.000999	1.57302	-0.020451	-0.004861	6.005791	-0.071224	-0.017354	-0.02595	-0.039845	-0.000975	IL	9
5NGM_Aa:1425-1428_1491-1494	-0.007716	2.671347	3.477648	-0.078896	-0.02127	2.736625	2.430567	1.532775	2.113295	-0.025126	-0.016044	-0.021991	0.411132	0.58967	-0.008464	2.947492	-0.008021	-0.0083	-0.014491	-0.00808	2.143868	-0.021665	4.129611	1.939721	-0.000384	3.483144	2.416431	-0.049118	-0.016611	0.41459	1.061786	4.93153	0.214547	2.332787	-0.015622	-0.009254	-0.008252	-0.043175	-0.007257	-0.054192	4.270169	1.338714	-0.060909	2.689335	-0.01573	3.619199	1.14979	-0.009137	-0.015366	-0.018095	2.429162	-0.007909	1.494662	3.510636	2.317836	-0.022067	-0.008984	3.638175	-0.001167	-0.003928	-0.005223	-0.019252	-0.004976	3.375502	-0.001385	-0.013145	-0.01115	1.334988	-0.010554	-0.00456	1.662773	-0.020753	-0.006247	-0.010209	-0.00373	5.321926	-0.005233	-0.01619	0.219467	-0.001393	-0.003073	-0.007866	-0.01714	1.365082	0.643521	-0.023784	-0.012665	-0.006689	-0.021435	0.671704	-0.010414	0.817735	-0.011069	2.212113	0.296179	1.054759	-0.003671	2.160379	-0.007953	1.759649	-0.009468	-0.021254	1.558308	-0.019699	-0.022708	1.932162	-0.042595	-0.00812	-0.005498	-0.016895	2.460968	3.345731	1.645962	-0.000587	0.699622	-0.003641	-0.007505	-0.013774	-0.015774	0.201806	-0.02993	-0.009513	2.580825	-0.051985	-0.01069	-0.032031	-0.004569	-0.009679	IL	346
4PDB_I:9-12_27-28	-0.022384	0.380806	0.387794	-0.059987	-0.017476	0.312601	2.538284	-0.008985	1.501095	-0.036286	0.4885	-0.007354	0.682549	0.475002	-0.003292	0.094576	0.2198	-0.019769	-0.038297	-0.016133	0.327379	0.653008	1.096529	0.003762	-0.007258	0.567683	-0.00656	-0.054825	-0.023702	-0.005847	0.029053	0.895716	1.249745	2.794419	-0.011014	-0.008687	0.281307	-0.047591	-0.005044	-0.051485	4.190462	-0.001132	-0.075294	2.030693	2.103758	1.112775	2.656937	1.180925	-0.017926	-0.026897	1.883218	1.573438	1.49837	0.958163	0.911904	-0.012913	-0.005135	0.855333	3.524387	0.997214	0.096122	-0.001413	-0.007864	0.764716	-0.029369	1.092157	1.302612	1.913559	-0.024279	-0.012068	1.034705	-0.029152	-0.010063	-0.00022	-0.010324	5.732884	-0.021799	-0.014075	0.241214	0.267626	-0.009441	1.356666	-0.025425	1.878729	2.875634	0.755847	-0.014927	-0.004275	-0.022672	1.427287	-0.004861	1.423561	-0.018627	2.147666	-0.002015	5.256589	1.796049	0.298457	-0.013349	3.193515	-0.01844	-0.021945	0.524178	-0.006034	1.811174	3.953373	-0.041509	-0.026135	-0.003211	0.256559	2.85874	2.317889	1.123092	-0.00936	0.053338	-0.023058	-0.016205	-0.013381	-0.010472	1.489352	-0.024811	-0.001818	5.487667	-0.07424	-0.013807	-0.023808	-0.030357	-0.004579	IL	7
5MRC_A:949-956_1090-1104	6.191891	-0.218786	-0.012031	1.318081	13.647826	13.627435	-0.335381	5.892611	-0.062888	11.077663	-0.167912	1.459893	9.390141	3.175818	1.283019	12.614053	-0.089528	10.413276	21.2754	2.881563	7.724541	24.194975	-0.137795	23.48233	13.394156	19.874899	15.988085	-0.157035	16.078669	19.17782	2.439829	-0.05163	3.871004	-0.272738	6.170438	9.415578	6.174199	20.041801	24.141146	-0.198192	-0.109542	13.465218	1.366977	19.094591	9.672147	-0.204747	9.86474	-0.073767	-0.015252	21.130445	-0.017904	-0.042695	2.087433	-0.070983	-0.041866	-0.011027	-0.231088	-0.119762	-0.058706	-0.074595	12.055007	13.859684	-0.218338	5.111305	0.019816	14.82163	-0.045824	-0.086464	2.023418	-0.375724	-0.021928	21.247488	11.029754	25.854147	22.795012	-0.211662	-0.066249	-0.060047	0.78247	-0.266535	14.201793	-0.081499	14.601249	9.969988	-0.169724	2.43457	15.227392	7.125272	4.523126	7.941577	-0.012581	2.815672	9.667114	-0.092891	11.335165	5.465093	7.700665	0.537891	-0.099242	-0.219848	-0.020827	26.455051	2.973499	-0.052328	-0.006632	-0.199769	-0.161053	16.858404	-0.061443	-0.14252	-0.169118	-0.097311	12.860566	7.637482	7.830243	-0.039146	-0.010766	12.036049	-0.034063	15.600377	3.081934	15.142427	-0.139701	15.4444	6.10498	32.119713	21.931194	0.737234	IL	386
4V9F_0:2765-2769_2789-2793	-0.025264	-0.005772	-0.018141	-0.018968	-0.003215	-0.016838	2.893876	-0.004705	-0.012922	-0.041332	4.139691	-0.015398	-0.003194	-0.012143	-0.008981	-0.019838	-0.025124	-0.035504	-0.00015	-0.025528	-0.015771	-0.031817	1.27092	-0.008494	0.55785	0.518066	-0.010487	-0.024475	0.67929	-0.031983	-0.015692	-0.011117	0.920439	2.654243	-0.020794	-0.00528	-0.006698	-0.018636	-0.020175	-0.029304	2.987417	-0.014304	-0.039971	-0.028958	-0.010656	1.309173	-0.017379	-0.00019	-0.013937	-0.018015	-0.009192	3.901878	-0.010451	2.283639	1.099264	5.425937	0.974585	-0.007635	-0.000284	1.793165	-0.022463	-0.022973	1.001958	-0.013994	-0.043287	-0.005003	-0.005209	-0.013441	-0.028815	-0.008042	-0.009401	0.697961	0.112376	-0.0043	-0.022103	5.093132	-0.006635	2.669736	-0.025384	-0.011136	-0.010503	-0.007646	-0.00163	3.133383	2.357065	-0.00843	-0.005257	0.509838	-0.039033	-0.01301	-0.009317	-0.020328	-0.007993	1.125902	2.21319	-0.013081	-0.007647	0.715871	2.515752	2.09051	-0.013188	-0.00617	-0.023862	4.618699	-0.009274	-0.012275	-0.005194	-0.025372	2.904693	-0.006904	-0.012828	-0.013814	-0.019069	-0.011647	-0.013615	-0.015257	1.40677	-0.001479	2.80352	1.07813	-0.020735	-0.009513	-0.006633	-0.01875	-0.026893	-0.025652	-0.017106	2.571774	IL	190
5MRC_A:3073-3077_3098-3102	-0.001172	2.893961	1.621234	-0.035979	-0.015979	0.275356	1.448268	1.942383	-0.007921	-0.006756	1.598517	-0.015999	0.620748	-0.005212	-0.012592	0.135808	-0.031038	0.96926	1.556328	-0.002155	-0.005341	-0.032505	5.195029	0.082942	1.395018	3.029769	2.931339	-0.022947	-0.013398	-0.008117	-0.003107	3.529571	1.027824	1.877122	-0.022832	0.665508	0.281103	-0.027051	-0.007818	-0.028041	3.468988	0.934322	-0.011752	-0.011696	-0.016767	3.4164	-0.014792	0.560869	-0.006871	-0.000714	0.969687	-0.004251	-0.005735	4.847168	2.573349	0.400038	-0.005083	2.908476	-0.018215	-0.013248	-0.024309	-0.011823	2.29861	1.745096	1.786482	-0.006649	-0.018662	-0.022729	0.352601	0.347889	0.279309	-0.014107	-0.006803	-0.01419	-0.014629	0.713785	2.003382	0.321419	-0.005051	-0.009255	1.063241	-0.002172	-0.006778	1.698132	1.194885	-0.019113	1.194527	1.015015	-0.006185	-0.008425	-0.013452	-0.006601	0.203848	0.562559	0.948099	-0.026749	-0.010937	1.114745	0.516216	0.437608	-0.003605	-0.014313	0.031637	0.82228	-0.005681	-0.008223	-0.014278	0.680776	1.205071	0.646534	0.266519	0.841041	-0.005248	-0.015748	-0.014309	1.263046	0.634311	0.625931	0.823038	-0.013817	-0.014724	-0.011989	-0.008498	0.904228	-0.026334	-0.02275	0.430766	-0.000778	IL	319
4IOA_X:1702-1707_1712-1718	-0.008455	-0.00732	-0.032087	5.229817	2.746849	-0.003942	-0.011781	-0.008549	-0.037757	3.810269	1.496826	-0.004589	-0.015627	-0.019686	-0.011642	0.091179	-0.004073	-0.001896	-0.014877	-0.001871	-0.007344	1.806593	-0.028724	-0.009264	-0.002394	-0.022772	-0.004061	4.751321	-0.014541	-0.009363	-0.00458	1.390023	-0.012443	-0.009366	-0.013398	-0.012528	-0.008463	-0.009465	0.145464	4.97997	-0.01903	-0.011748	4.272815	-0.027072	-0.016305	-0.016226	-0.009826	-0.006899	0.064955	-0.015825	-0.006641	-0.019518	-0.003121	-0.014346	-0.009984	-0.019799	3.140838	-0.02736	-0.01526	-0.02112	-0.030365	-0.004754	-0.018692	-0.016935	-0.009548	-0.025686	-0.014233	-0.005736	2.025788	4.352154	-0.0024	-0.023575	-0.022274	-0.010932	-0.029533	-0.016845	4.041217	-0.004989	-0.008387	2.91256	-0.004978	-0.010371	-0.016513	-0.015407	-0.006217	2.060193	-0.015094	-0.009188	-0.00477	-0.020873	0.76066	-0.00186	0.051165	0.011314	-0.020573	-0.016852	-0.009275	-0.020621	0.280374	-0.009059	-0.003365	-0.013959	-0.005825	-0.002582	-0.005184	-0.016197	2.796026	-0.014025	-0.015499	-0.010477	-0.022441	0.785235	-0.029898	-0.023863	-0.013273	-0.010655	-0.015334	-0.00747	-0.00605	-0.015388	1.648377	-0.007655	1.466111	2.814494	2.089279	1.995911	-0.011074	-0.026069	IL	108
1OOA_C:4-9_20-24	-0.007838	-0.004308	-0.001972	3.868936	-0.006648	-0.002165	-0.004795	0.215415	2.035053	-0.009901	0.52159	2.38583	-0.008043	-0.009478	-0.010787	-0.010438	-0.004438	-0.009572	1.796597	-0.003124	-0.017027	-0.001932	-0.020555	-0.004756	-0.00153	-0.000736	-0.001822	2.299348	2.890038	-0.016716	-0.010331	-0.00207	-0.006233	-0.013732	-0.016254	0.421613	0.185155	1.511327	-0.007991	3.296224	-0.028975	-0.008133	1.715118	-0.00817	-0.016925	0.111898	-0.014598	-0.017767	1.804682	1.839445	-0.013551	1.213284	-0.011703	-0.003534	0.84735	0.95231	-0.000102	-0.00376	-0.004969	0.183342	-0.000311	-0.018694	1.599449	-0.010039	1.593734	-0.012158	-0.007542	0.556889	-0.000889	1.457003	-0.000779	1.936331	1.054602	-0.00339	1.510711	-0.017279	1.138662	1.264079	-0.007973	2.076793	-0.016448	-0.004137	2.616183	-0.009865	0.040134	-0.014223	0.86901	0.703115	0.924585	-0.002741	2.37623	-0.006682	2.544757	-0.008668	-0.002264	-0.020683	-0.000794	-0.002632	0.450874	-0.018735	1.844536	3.102715	-0.014896	0.656447	-0.009669	-0.010751	3.963809	-0.000746	1.228036	-0.009812	-0.006104	-0.008016	-0.005101	1.491847	-0.005193	0.446342	-0.005566	2.027179	-0.008289	-0.012807	2.232716	0.484816	-0.005559	0.519485	0.435778	-0.006361	1.96838	1.66096	IL	325
5B2P_B:75-79_87-89	0.003053	-0.007241	-0.019036	-0.015034	-0.005927	-0.004765	1.300445	-0.014883	-0.022211	-0.003871	1.002439	1.322281	0.349054	0.430523	2.390855	-0.015532	0.204388	-0.017343	-0.018972	-0.008843	1.167994	-0.002349	-0.022904	-0.018588	-0.002252	-0.014172	-0.017061	-0.021386	-0.005048	-0.010467	-0.011104	-0.016933	0.662734	1.131746	-0.005314	0.449037	0.268898	-0.010484	-0.012249	-0.02969	2.556359	-0.010116	-0.016883	1.210936	6.212995	-0.014428	1.538714	3.39262	-0.005744	-0.018012	2.289036	0.24599	-0.016316	-0.006215	-0.016944	-0.000842	3.646541	-0.012092	4.552889	-0.005501	-0.000278	0.498642	0.331732	-0.003786	-0.009192	2.864415	4.299222	-0.000647	-0.007175	0.183016	-0.0046	-0.032173	-0.0198	2.162838	-0.007189	0.452273	0.260397	-0.013745	0.035425	-0.00924	1.937176	3.410844	-0.024688	1.88121	2.486304	1.009099	-0.00598	0.199505	0.409469	0.656981	-0.00324	1.388726	-0.034004	1.05474	-0.014607	6.01623	1.581085	-0.018407	-0.016185	1.809477	-0.017969	-0.0149	-0.006671	0.234314	5.476475	2.233083	-0.011131	-0.011657	-0.009609	4.844784	-0.005081	1.440312	-0.000901	-0.002128	-0.000603	0.64018	-0.005576	1.291148	0.771131	2.009248	-0.001769	0.418647	5.323054	-0.020756	-0.020588	-0.020195	-0.019109	0.568325	IL	11
3J7Q_5:2107-2112_2149-2154	1.836329	0.246433	-0.00234	1.176438	0.292456	-0.040149	0.012941	0.705173	-0.030322	3.85551	0.057794	-0.002056	1.226652	-0.021216	0.006617	-0.026669	-0.0117	2.380994	0.552906	3.61651	2.965692	-0.008969	-0.002232	1.11819	0.565071	-0.01708	-0.002936	1.894946	-0.019713	1.694366	-0.01026	-0.031076	0.130639	-0.010327	2.736902	1.310965	1.503425	-0.021185	3.241708	-0.013195	1.506397	-0.006101	3.643942	-0.006234	-0.011357	-0.023792	-0.03448	1.606319	0.348324	0.336088	2.564564	-0.013651	-0.004689	-0.001962	-0.001497	1.291477	-0.019396	-0.007157	-0.039578	-0.008906	-0.003563	3.700006	1.694715	0.543586	3.736885	2.030922	-0.007358	0.084824	1.662437	-0.014201	0.335909	-0.018638	-0.015491	-0.012011	-0.036149	-0.028543	1.671954	3.262623	1.359743	-0.007468	2.854321	1.547443	-0.002457	-0.018855	0.965974	0.292893	-0.000928	2.001108	4.975322	-0.012	0.363298	1.136179	-0.01164	0.620865	0.585157	-0.040623	0.671263	-0.02235	-0.011301	-0.007519	0.223256	-0.000347	-0.031865	0.325136	-0.000498	-0.023719	1.552117	2.311341	-0.01684	1.983073	-0.018167	-0.016013	-0.009015	-0.020555	-0.013631	2.287201	1.455598	-0.009574	-0.007403	-0.003835	-0.008574	-0.013347	-0.036576	6.499305	0.747497	4.092679	-0.013535	-0.014697	IL	61
5V93_a:985-989_1034-1035	-0.026107	0.050661	0.611056	-0.0586	-0.02076	0.807087	2.783411	-0.007341	0.748944	-0.041684	-0.000804	-0.004407	0.180396	0.546328	0.127489	-0.004528	-0.011878	-0.020398	-0.040149	-0.012687	0.417826	0.296688	0.332062	-0.004408	-0.000315	0.068844	-0.005815	-0.061021	-0.029086	-0.001978	-0.0029	0.104676	0.690356	2.839617	-0.010878	-0.009248	0.526615	-0.04397	-0.010771	-0.047863	5.382533	0.238674	-0.07949	3.415626	3.63804	1.230887	3.333925	1.796081	-0.018043	-0.032162	2.312446	0.955827	1.772142	0.302869	0.555768	-0.00777	-0.004442	1.270968	3.016906	0.116966	0.349164	-0.003188	-0.015399	1.823661	-0.029744	1.804113	1.874392	1.535055	-0.025429	-0.022589	1.321323	-0.037996	-0.014876	0.223241	-0.01327	5.924607	-0.022846	-0.017054	0.253889	1.497358	-0.004616	1.54229	-0.031545	2.768661	2.227068	0.797742	-0.01589	-0.007684	-0.020024	1.90278	0.117026	2.457439	-0.024058	2.998958	-0.005672	4.921106	2.064729	0.005173	-0.009336	3.957075	-0.023447	-0.017927	0.511669	-0.012854	2.586321	3.152231	-0.04382	-0.026365	-0.010759	1.71996	2.029431	2.797238	0.856819	-0.016586	0.042322	-0.017186	-0.020237	-0.012868	-0.006373	1.554398	-0.025987	-0.005719	5.600116	-0.075942	-0.018718	-0.030412	-0.036604	-0.008052	IL	164
5T5H_A:79-86_94-99	1.027185	0.407868	-0.020196	4.370588	1.30367	-0.006691	-0.00887	-0.00284	-0.017847	3.464105	-0.002835	0.116206	-0.001821	-0.009827	-0.008344	-0.011046	0.382335	0.068399	-0.012642	1.382947	-0.00443	2.02875	-0.015528	-0.007158	0.163298	-0.027811	-0.004919	4.694668	-0.014749	0.802062	-0.003418	0.714036	-0.009706	-0.003386	1.01456	-0.007277	-0.005592	-0.008858	0.466642	4.26245	-0.019516	1.114326	4.30192	-0.016564	-0.01588	-0.01255	-0.004189	-0.007986	0.232061	0.358311	-0.011062	-0.024881	0.358701	-0.021467	-0.016764	-0.023395	2.027609	-0.01376	-0.017317	-0.008148	-0.013592	1.694554	-0.010774	-0.017025	0.78748	-0.007516	-0.021245	1.195726	1.566254	2.210813	-0.000391	-0.014734	-0.017263	-0.006114	-0.01884	-0.015916	0.536067	-0.01318	0.2153	2.233186	-0.000681	-0.011217	-0.010347	-0.019804	-0.010607	3.099742	-0.017562	-0.006802	1.103176	-0.009623	0.671122	0.383136	0.338559	0.225696	-0.020482	-0.005997	-0.002611	-0.020504	0.826691	-0.016632	-0.003695	-0.019822	1.156668	-0.009813	-0.002491	0.454071	1.648863	0.833008	-0.01261	-0.011092	-0.001701	0.742858	-0.018196	-0.018898	-0.012507	0.426959	-0.003159	-0.016101	-0.006943	-0.006991	0.628577	-0.006729	0.014347	3.146712	1.6814	3.049268	-0.011244	-0.026446	IL	390
3J79_A:1535-1542_1562-1566	0.671105	0.237841	-0.01205	4.864928	0.936385	-0.002516	-0.022728	-0.008953	0.723017	-0.002784	-0.00649	-0.009741	-0.007116	-0.00329	-0.001869	-0.001811	2.679105	0.830813	3.625147	-0.006987	-0.020391	1.720464	0.090591	-0.015232	1.075102	1.533493	-0.021056	1.744986	4.662792	-0.002119	-0.005795	-0.000817	0.218485	-0.032484	-0.020524	1.80662	0.146833	4.707315	1.681699	3.53426	-0.040224	-0.010485	2.706318	-0.010545	-0.013851	-0.006062	-0.000273	-0.01447	3.467336	3.51755	-0.039779	0.824667	-0.017684	1.476333	2.890329	0.973281	-0.004635	0.294063	0.793565	-0.012337	2.430567	-0.007969	3.121289	-0.004155	2.253521	-0.007497	1.023413	-0.021357	1.080819	-0.00334	-0.005108	4.297983	5.449881	0.12694	4.391808	-0.054182	0.413541	1.938966	0.952676	0.319552	0.739096	0.517662	2.192229	-0.035148	-0.000523	-0.022196	1.818899	-0.014111	0.573126	0.593973	0.705734	-0.023391	3.275955	-0.048112	1.402758	-0.005449	-0.001541	-0.000699	-0.005429	-0.031186	2.556212	3.950997	-0.021739	-0.003527	-0.002023	-0.019844	4.62828	0.787123	4.539713	0.732191	-0.010711	-0.036899	0.749648	3.633028	1.056894	-0.00463	2.135739	1.154706	-0.008452	0.211303	4.161046	2.074994	-0.032525	3.395308	-0.006426	-0.005991	2.376743	0.17616	IL	291
5XYI_2:1301-1305_1316-1320	0.523991	0.825133	-0.010326	1.346411	0.189695	-0.01723	0.716011	-0.009331	-0.011324	2.283088	0.088928	0.779608	0.275795	-0.007934	-0.004964	-0.021009	0.064226	1.068426	-0.019592	2.425543	1.119255	0.411389	-0.004749	-0.003709	-0.009968	-0.019894	-0.02112	1.960567	-0.02748	0.80625	-0.001302	-0.008591	0.240815	-0.001585	0.793212	-0.012994	0.862084	-0.026856	2.327349	0.526447	-0.003909	0.368207	1.432227	-0.011674	-0.009354	-0.006459	-0.008793	0.919863	0.56675	-0.009199	-0.005591	-0.003523	0.559383	-0.007912	-0.009543	-0.005897	-0.000075	0.105231	-0.007081	-0.002353	-0.011225	2.840525	0.334263	-0.006897	1.025056	0.518099	-0.011903	1.313888	1.089532	1.249546	1.419833	-0.025087	-0.015852	-0.027958	-0.025719	-0.006546	0.355299	0.722297	1.553846	1.822384	0.204283	1.237495	-0.007378	-0.015753	1.358304	1.302597	-0.019853	-0.005757	2.569972	-0.004328	0.570173	2.110228	-0.01405	0.506351	-0.012026	-0.005583	1.530676	-0.014734	-0.002455	0.310386	-0.004024	-0.012824	-0.006305	-0.002152	-0.003945	-0.000874	1.449446	1.268632	-0.011856	-0.003774	-0.001001	-0.00001	-0.008493	-0.013893	-0.010661	1.415789	0.003259	-0.021104	-0.016944	-0.004399	-0.01059	-0.006517	0.628505	1.353218	0.596791	1.922063	-0.024584	-0.019842	IL	318
6HA1_A:2136-2149_2205-2209	-0.020481	-0.080045	2.642826	5.649351	0.56853	0.004514	-0.070939	2.736163	6.069739	-0.009631	-0.029916	6.36543	1.395561	-0.000737	-0.039659	0.655295	0.770976	1.419671	8.604356	-0.013781	-0.026317	5.744813	-0.034028	5.464664	1.769884	3.220594	2.559534	3.576732	8.164516	-0.010462	2.552051	-0.005338	0.514267	-0.087225	2.248091	4.879769	2.543591	6.91437	-0.021841	1.975715	-0.051909	0.435564	0.311798	1.704704	-0.000919	-0.044363	-0.009758	-0.034013	1.664461	8.221509	-0.018462	1.414958	-0.014507	-0.045421	3.658035	-0.000472	-0.058014	-0.032885	-0.033324	4.086674	3.418694	-0.055224	-0.029519	1.417158	2.669715	-0.036816	-0.019621	-0.007865	-0.041764	-0.053782	-0.002682	9.252142	0.281255	7.632802	10.690379	-0.059085	-0.024857	0.545729	-0.038763	-0.036706	-0.026181	0.75767	9.162614	0.184951	-0.077902	-0.031125	5.772891	3.027504	-0.016385	0.736798	2.048697	-0.014265	8.983642	-0.045194	3.44293	-0.056409	-0.038885	3.205363	-0.014317	-0.031045	5.86378	12.011297	1.651783	3.289408	-0.021439	-0.073677	3.908253	2.915697	2.93699	-0.005286	-0.005083	-0.026682	7.15647	5.448876	-0.006197	-0.031044	-0.0168	9.037861	0.627578	-0.00653	4.704962	1.511277	-0.079331	2.641624	2.339465	-0.002087	9.299017	3.743889	IL	257
5ZEB_a:494-500_507-515	-0.015807	-0.042718	0.59927	4.061794	-0.009412	-0.00847	-0.016873	1.02402	2.345734	-0.012515	-0.006441	2.5808	-0.004156	-0.004449	-0.00805	0.499848	-0.000335	0.713693	3.17776	-0.010989	-0.008131	1.023132	-0.020748	1.271613	0.718241	0.204272	-0.00313	2.696388	2.63492	-0.005119	0.648651	-0.009744	-0.007202	-0.01832	-0.001001	1.672569	-0.003414	1.60648	-0.009322	2.306718	-0.02157	-0.001609	0.745405	0.964554	-0.009913	-0.020113	-0.009391	-0.005136	0.553542	2.946	-0.003896	-0.004165	0.245065	-0.019385	1.289636	0.071103	-0.018499	-0.007129	-0.027571	0.199087	0.731016	-0.020029	-0.01526	0.465102	1.330764	-0.010695	-0.013481	-0.006441	-0.013534	0.187299	-0.002167	3.850085	-0.001138	2.094387	2.337722	-0.027708	-0.001807	1.561683	-0.019787	1.082589	-0.013935	-0.004369	4.314305	-0.008787	-0.035154	0.179408	1.898375	1.072661	-0.00554	-0.002665	2.608784	-0.016348	2.977598	-0.016208	-0.003677	-0.036591	-0.009982	-0.008543	-0.003091	-0.011774	3.128146	3.599803	-0.01388	0.726926	-0.002988	-0.018994	2.486649	-0.004361	0.158606	-0.015391	-0.005194	-0.003932	0.35265	1.371548	-0.006072	-0.007185	-0.011532	2.550811	-0.006711	-0.016839	1.898953	0.368164	-0.020276	0.628255	1.612841	1.466664	2.277932	2.604026	IL	252
5ZEB_a:1036-1037_1179-1183	-0.012446	0.130433	0.03917	-0.049542	-0.01591	1.404704	1.930254	-0.0032	-0.001553	-0.032956	-0.012435	-0.000901	0.495049	1.28816	1.172167	0.231628	-0.013284	-0.014252	-0.03471	-0.009922	0.918675	0.558568	-0.009911	-0.000134	0.526135	-0.002563	-0.007567	-0.051182	-0.031763	-0.004146	-0.008642	-0.00796	1.17203	2.588878	-0.00599	-0.00226	0.250112	-0.032811	-0.013944	-0.045269	4.963074	0.050186	-0.061092	4.034111	4.768125	0.525518	3.365295	1.968268	-0.013998	-0.026701	3.00904	-0.005642	0.553794	-0.00618	-0.003389	-0.008952	0.329981	0.796984	2.849889	-0.002121	0.63703	0.055154	-0.009478	2.191315	-0.015252	2.484778	2.897699	1.637812	-0.013915	-0.020856	0.246333	-0.042556	-0.016499	1.418379	-0.016882	4.300253	-0.023076	-0.025726	0.703189	0.960565	0.869773	2.049225	-0.030665	3.075437	1.243614	1.160511	-0.010332	-0.005041	-0.0068	1.44471	-0.00265	2.29545	-0.031807	2.614597	-0.010659	4.921663	1.869124	-0.004033	-0.00921	3.77156	-0.015768	-0.023164	0.181583	-0.016984	3.756261	3.120649	-0.038303	-0.018368	-0.018503	3.001384	1.407868	2.532453	0.547979	-0.019535	0.299929	-0.008001	-0.021472	-0.007907	-0.006277	1.725446	-0.013755	0.103666	5.168485	-0.06366	-0.016888	-0.025458	-0.03118	-0.011367	IL	2
